,serialno,insp,RT,DIVISION,puma00,puma10,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,cars,children,income,workers
2706,2010000616879,640.0,H,5,1000,-9,3,37,1068395,1076540,21,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,160.0,1.0,,1.0,990.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,250000.0,4.0,450.0,7.0,4.0,54700.0,4.0,,,1.0,1.0,54700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1268.0,3.0,0.0,1.0,36.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,22,6,36,20,30,19,7,21,6,41,22,6,5,21,20,18,20,21,36,35,23,7,36,23,41,20,5,20,6,40,21,7,6,22,23,19,21,26,34,37,23,6,31,21,37,20,6,25,7,35,21,7,6,22,22,19,25,23,32,30,22,6,28,21,33,22,8,23,7,36,19,7,6,21,22,22,22,20,31,two or more,no,gt35-lt100,none
2707,2010000617686,800.0,H,5,1000,-9,3,37,1068395,1076540,17,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,50.0,2.0,2.0,80.0,1.0,,2.0,950.0,2.0,1.0,1.0,9.0,,,1.0,9.0,1.0,310.0,1.0,1.0,1.0,1.0,,240000.0,2.0,2.0,7.0,1.0,127900.0,2.0,,,1.0,1.0,127900.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1665.0,2.0,0.0,1.0,37.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,17,17,29,32,16,19,18,31,5,31,17,5,5,5,16,33,5,17,16,19,19,18,28,28,19,18,19,30,7,26,19,6,5,5,17,30,4,16,18,17,16,15,33,33,18,18,18,27,6,30,17,5,5,5,17,28,5,17,15,19,18,17,31,29,19,17,16,27,5,31,17,5,6,5,18,30,5,15,20,two or more,yes,gt100,two or more
2708,2010000617943,850.0,H,5,1000,-9,3,37,1068395,1076540,17,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,50.0,1.0,,2.0,1100.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,600.0,1.0,1.0,1.0,1.0,,185000.0,2.0,360.0,9.0,,,,,,1.0,5.0,109300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,1.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1951.0,2.0,0.0,1.0,31.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,17,18,18,26,27,5,27,17,16,5,4,5,19,17,27,5,17,28,31,5,5,27,28,17,17,17,17,5,29,16,18,18,6,26,15,17,4,18,18,16,15,17,18,32,30,5,29,16,17,5,5,4,16,16,27,5,16,27,27,5,5,27,31,17,17,15,16,4,27,18,15,18,5,29,18,15,5,17,15,two or more,no,lt35,none
2709,2010000618216,,H,5,1000,-9,3,37,1068395,1076540,22,3,1,,,1.0,0.0,5.0,,0.0,80.0,2.0,2.0,3.0,3.0,,,,,,1.0,1.0,2.0,760.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,360.0,13.0,5.0,42700.0,1.0,870.0,18.0,1.0,2.0,57700.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,,2.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,38,20,29,35,22,19,43,27,25,19,33,6,8,7,7,45,27,25,21,8,40,20,20,44,19,21,31,22,18,22,35,5,6,6,8,31,21,24,28,32,6,28,22,7,23,24,5,27,21,18,7,44,32,48,48,7,19,21,19,34,5,23,22,6,24,20,6,17,21,24,6,44,29,39,44,8,21,22,one,yes,gt35-lt100,one
2710,2010000619895,350.0,H,5,1000,-9,3,37,1068395,1076540,15,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,150.0,1.0,,1.0,900.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,130000.0,2.0,350.0,7.0,,,,,,1.0,6.0,52000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1139.0,3.0,0.0,1.0,22.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,16,26,25,5,4,15,18,17,15,27,5,15,16,16,25,5,16,15,5,28,15,26,27,4,4,15,17,15,16,28,5,17,17,13,25,4,15,15,27,5,14,5,5,30,29,15,14,14,16,5,27,16,16,15,4,25,17,16,25,4,16,5,4,26,25,15,16,16,13,4,27,15,16,14,5,27,15,17,5,two or more,no,lt35,none
2711,2010000620602,700.0,H,5,1000,-9,3,37,1068395,1076540,18,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,70.0,2.0,2.0,30.0,1.0,,,,,3.0,1.0,16.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,330000.0,1.0,420.0,11.0,,,,,,1.0,6.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,443.0,,0.0,1.0,42.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,18,19,18,27,21,18,5,5,27,30,5,18,27,5,5,18,18,26,17,17,17,17,15,33,16,18,5,5,35,27,5,18,32,5,5,23,19,34,18,18,19,18,21,29,17,19,5,6,29,31,6,16,28,5,6,17,15,29,17,16,17,18,18,29,18,18,6,5,32,31,6,18,36,5,5,21,18,29,17,one,no,lt35,none
2712,2010000621759,700.0,H,5,1000,-9,3,37,1068395,1076540,17,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,160.0,1.0,,1.0,780.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,120000.0,1.0,70.0,5.0,1.0,103100.0,2.0,,,1.0,1.0,103100.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1046.0,3.0,0.0,1.0,24.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18,15,26,19,28,5,5,18,16,15,22,16,5,13,5,5,28,19,30,16,18,19,29,16,28,5,4,19,11,14,29,15,5,15,4,5,31,19,35,14,17,13,6,16,5,24,27,19,17,15,4,16,30,14,30,27,5,15,4,19,16,16,7,18,5,30,32,17,16,17,6,15,30,15,26,27,5,13,5,18,one,yes,gt100,one
2713,2010000621787,570.0,H,5,1000,-9,3,37,1068395,1076540,16,2,1,1.0,,1.0,5.0,2.0,2.0,0.0,190.0,2.0,2.0,20.0,1.0,,,,,3.0,1.0,12.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,265000.0,2.0,1200.0,8.0,4.0,164500.0,4.0,,,1.0,1.0,164500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,600.0,,0.0,1.0,40.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,28,17,17,16,27,19,29,5,18,5,16,16,15,5,6,28,17,5,16,5,15,5,6,30,15,26,18,15,24,17,28,5,4,19,16,18,27,17,5,16,5,17,17,16,4,15,5,26,17,28,15,17,17,28,28,5,15,27,17,29,17,32,31,5,15,4,16,16,5,16,5,28,26,19,17,16,5,16,29,two or more,no,gt100,none
2714,2010000623337,,H,5,1000,-9,3,37,1068395,1076540,18,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,230.0,1.0,,,,,,1.0,6.0,2.0,960.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,40.0,8.0,,,,1283.0,12.0,1.0,5.0,128000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,1.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18,5,33,19,16,6,17,19,29,18,17,5,31,30,17,31,16,5,16,6,5,17,17,5,31,18,29,32,21,26,5,18,17,18,5,18,25,17,6,18,17,5,31,17,18,5,17,16,29,18,18,6,31,27,20,29,16,5,16,5,6,19,16,6,33,17,32,27,18,32,5,17,17,17,5,16,28,16,5,two or more,no,lt35,none
2715,2010000623529,5000.0,H,5,1000,-9,3,37,1068395,1076540,19,1,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,190.0,1.0,,2.0,1700.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,1.0,480.0,7.0,,,,,,1.0,6.0,216000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3437.0,3.0,0.0,1.0,68.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17,29,16,18,33,6,18,19,34,20,18,6,19,20,35,5,6,19,18,19,5,17,27,31,19,20,34,6,17,6,6,21,6,30,21,17,21,32,5,30,17,5,20,19,5,28,20,19,6,19,22,34,18,19,6,32,34,21,19,17,31,17,5,6,19,20,6,36,20,30,30,16,34,6,20,19,19,5,37,one,no,lt35,none
2716,2010000625698,,H,5,1000,-9,3,37,1068395,1076540,51,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2.0,150.0,1.0,,,,,,1.0,5.0,2.0,900.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,420.0,6.0,,,,1215.0,51.0,1.0,6.0,28500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,15,50,75,15,15,51,52,84,49,50,51,49,85,52,48,16,15,85,52,16,81,53,16,76,94,49,56,14,48,51,52,56,17,49,50,84,91,14,47,87,14,52,91,16,15,46,47,81,51,51,53,51,86,52,51,14,16,88,48,15,88,51,15,88,81,54,52,14,47,51,48,47,16,47,56,88,82,16,52,one,no,lt35,none
2717,2010000626404,680.0,H,5,1000,-9,3,37,1068395,1076540,18,5,1,1.0,,1.0,3.0,2.0,2.0,0.0,170.0,2.0,2.0,30.0,1.0,,1.0,1000.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,140000.0,2.0,700.0,8.0,1.0,121700.0,3.0,,,1.0,1.0,121700.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,3.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1258.0,3.0,0.0,1.0,24.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,16,17,5,21,17,34,7,31,32,18,15,6,5,31,17,20,19,29,6,18,20,20,5,16,21,27,5,28,28,20,19,5,5,28,16,17,18,31,4,18,15,19,5,20,16,31,5,29,33,16,15,6,5,30,18,19,18,32,6,19,20,21,5,16,19,27,4,28,31,21,20,4,5,33,18,16,17,32,5,two or more,yes,gt100,two or more
2718,2010000626759,1400.0,H,5,1000,-9,3,37,1068395,1076540,50,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,100.0,2.0,2.0,300.0,1.0,,1.0,1200.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,165000.0,2.0,150.0,6.0,5.0,24000.0,2.0,,,1.0,2.0,83000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,1.0,1.0,26.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1821.0,3.0,0.0,1.0,37.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81,50,84,87,15,14,52,54,51,51,87,14,50,47,45,85,15,45,46,85,16,54,16,13,79,91,56,50,52,58,13,83,47,49,51,13,89,50,51,16,91,48,77,87,15,14,50,48,46,53,85,15,53,51,50,85,14,49,51,79,16,50,14,15,86,89,50,50,45,51,15,83,45,51,52,14,85,49,52,15,two or more,yes,lt35,one
2719,2010000629385,900.0,H,5,1000,-9,3,37,1068395,1076540,18,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,170.0,2.0,2.0,30.0,1.0,,1.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,225000.0,1.0,360.0,8.0,,,,,,1.0,6.0,119500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1630.0,3.0,0.0,1.0,37.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,18,18,5,20,33,17,5,5,18,17,6,28,17,32,29,18,30,5,18,20,18,19,33,17,5,18,28,29,17,17,29,4,17,5,5,17,5,30,16,17,18,17,5,17,29,19,5,5,21,18,5,31,17,30,30,17,29,5,19,18,19,17,30,16,5,17,29,32,19,17,29,5,18,5,5,16,5,28,18,one,no,lt35,none
2720,2010000629397,980.0,H,5,1000,-9,3,37,1068395,1076540,17,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,70.0,2.0,50.0,30.0,1.0,,1.0,1200.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,210000.0,1.0,1000.0,6.0,,,,,,1.0,4.0,59200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1387.0,3.0,0.0,1.0,37.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,29,5,32,29,15,20,6,6,32,17,19,17,29,20,18,18,5,20,18,30,16,18,19,19,5,4,17,16,18,5,31,6,17,33,31,29,16,6,29,17,5,29,6,6,17,18,33,27,6,18,19,17,6,18,18,20,27,16,17,5,18,18,21,15,30,29,16,19,15,30,5,31,19,5,6,6,20,27,6,one,no,lt35,none
2721,2010000629640,,H,5,1000,-9,3,37,1068395,1076540,8,1,1,1.0,,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,,,,,,1.0,6.0,2.0,1400.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,11.0,,,,1400.0,76.0,1.0,6.0,22000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,3,8,10,9,8,8,9,15,3,8,10,3,3,8,16,16,9,9,7,7,9,3,13,15,13,12,2,9,9,14,2,7,8,2,10,8,2,16,2,13,2,9,8,9,7,9,8,12,3,9,8,2,3,10,14,14,8,9,9,8,9,3,12,15,17,15,2,9,9,13,2,10,7,2,8,7,2,13,one,no,lt35,none
2722,2010000630588,,H,5,1000,-9,3,37,1068395,1076540,48,3,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,180.0,1.0,250.0,3.0,6.0,,,,,,1.0,6.0,2.0,940.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,3.0,2.0,3.0,,,,1141.0,58.0,1.0,5.0,23600.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,1.0,0.0,,2.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15,15,16,79,47,49,13,85,48,47,77,50,53,79,46,51,53,86,51,85,85,80,72,15,52,52,85,13,48,47,15,48,52,14,41,54,50,14,59,13,14,15,14,86,51,46,15,78,53,49,78,46,46,77,50,52,51,81,49,90,87,83,79,18,49,49,87,13,49,55,13,49,47,14,47,44,49,13,46,two or more,no,lt35,none
2724,2010000633190,,H,5,1000,-9,3,37,1068395,1076540,18,2,1,,,1.0,2.0,7.0,,0.0,50.0,2.0,2.0,30.0,1.0,,,,,,1.0,4.0,2.0,660.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,8.0,7.0,24400.0,2.0,740.0,36.0,1.0,3.0,24400.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,38,18,7,19,14,20,24,5,32,6,36,20,18,17,6,16,37,25,32,14,16,5,20,34,24,31,18,20,18,18,18,5,6,6,23,32,17,6,6,17,17,31,22,6,6,7,18,19,20,20,18,29,31,30,19,7,17,28,23,30,6,14,29,16,18,16,4,28,5,31,5,21,25,14,29,20,6,19,16,one,yes,lt35,one
2725,2010000633717,720.0,H,5,1000,-9,3,37,1068395,1076540,28,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,280.0,2.0,2.0,70.0,1.0,,1.0,1000.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,130000.0,2.0,720.0,7.0,,,,,,4.0,5.0,109000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,1.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1410.0,3.0,0.0,1.0,29.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,17,11,11,22,29,31,10,37,24,11,27,48,41,38,18,30,30,16,36,32,17,9,9,35,57,28,12,25,39,10,33,45,41,47,33,34,24,34,11,19,50,38,37,41,7,34,46,30,25,44,36,10,13,11,21,37,37,36,11,22,38,48,45,32,8,20,43,24,29,59,22,8,9,11,30,31,17,43,34,two or more,no,lt35,none
2726,2010000633767,550.0,H,5,1000,-9,3,37,1068395,1076540,15,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,250.0,1.0,,1.0,960.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,180000.0,2.0,300.0,8.0,4.0,99300.0,4.0,,,1.0,1.0,99300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1315.0,3.0,0.0,1.0,30.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,14,5,4,20,29,15,15,16,13,5,24,14,16,15,5,24,16,24,15,3,14,5,5,22,24,14,14,14,15,4,24,14,15,14,5,23,15,27,15,4,15,5,4,23,25,16,13,14,17,4,25,16,14,15,4,22,14,25,15,4,16,4,5,23,25,14,14,14,14,4,23,13,16,15,4,25,14,25,two or more,no,gt35-lt100,none
